Booking_ID,booking_status
INN09999,0.7298264
INN10649,0.97299945
INN28239,0.38488758
INN21378,0.20186791
INN25490,0.07881333
INN21472,0.33873996
INN30471,0.37631246
INN33507,0.14555985
INN26297,0.09706695
INN03057,0.14644092
INN26999,0.6076253
INN31615,0.23335437
INN12250,0.40465927
INN18579,0.22689798
INN25639,0.58858424
INN33957,0.20771606
INN03841,0.009973738
INN21145,0.31142262
INN11569,0.36222124
INN21762,0.47041142
INN18427,0.09760439
INN04141,0.7795307
INN01762,0.7103106
INN00097,0.76152486
INN24870,0.13558267
INN34008,0.05780421
INN33511,0.0021332835
INN30618,0.08583003
INN34749,0.014832297
INN33193,0.0023457767
INN25873,0.4296636
INN26663,0.5391375
INN21579,0.06393028
INN31014,0.117365696
INN02944,0.20106024
INN06915,0.73777705
INN11989,0.34681952
INN19058,0.033759426
INN05987,0.81218064
INN35018,0.3846981
INN35079,0.17433695
INN13596,0.6665709
INN33039,0.0020994921
INN19855,0.009743016
INN22127,0.558697
INN26548,0.0031051135
INN16027,0.18382744
INN20533,0.72908324
INN07050,0.32563022
INN22715,0.7537617
INN26494,0.56237656
INN18435,0.08034446
INN13643,0.8739122
INN23491,0.64105165
INN15926,0.24005967
INN35698,0.49172428
INN21014,0.4880125
INN02983,0.3658242
INN13721,0.31916997
INN01454,0.23885983
INN24636,0.0053737788
INN06966,0.0015737257
INN35306,0.24778077
INN20882,0.05905127
INN07987,0.5742268
INN00145,0.16003223
INN18380,0.15137623
INN34025,0.01753177
INN21248,0.5936922
INN26468,0.13344593
INN08547,0.97151744
INN17682,0.35916108
INN08929,0.09901388
INN23874,0.0038777867
INN21076,0.73065984
INN29400,0.331232
INN00960,0.47667333
INN08249,0.30218893
INN24581,0.25102243
INN25235,0.08263732
INN35757,0.898839
INN35577,0.14284366
INN02993,0.1310371
INN27420,0.6153662
INN14978,0.3856221
INN22762,0.011174268
INN09572,0.72505474
INN22462,0.19696224
INN02533,0.22941251
INN25943,0.13464323
INN12789,0.31592256
INN06316,0.0019978741
INN28108,0.2929432
INN04306,0.0015119282
INN36237,0.2543156
INN27675,0.10696187
INN00076,0.30418515
INN22139,0.8064661
INN04741,0.52217066
INN35923,0.40710086
INN01662,0.27566683
INN31249,0.60825723
INN23946,0.00066473236
INN18405,0.17757152
INN13453,0.12100884
INN21212,0.334556
INN30649,0.61203134
INN05116,0.14275503
INN26874,0.16880938
INN28050,0.0043276027
INN27594,0.25752258
INN23752,0.19597234
INN20918,0.15148725
INN28613,0.3254257
INN35510,0.2637575
INN02112,0.5985589
INN01537,0.1801155
INN02358,0.24391416
INN14016,0.8015337
INN05227,0.22323366
INN09086,0.0019639723
INN34978,0.76768154
INN08853,0.34384015
INN35860,0.0138275195
INN02497,0.66252774
INN29432,0.550794
INN05628,0.29912156
INN34779,0.50202805
INN12561,0.8943337
INN10497,0.0015246673
INN08493,0.19249018
INN20388,0.21236509
INN28654,0.12935862
INN01708,0.0035190315
INN35672,0.80048835
INN15833,0.087030105
INN33082,0.391923
INN36063,0.46131733
INN20785,0.42673337
INN12054,0.13349873
INN26012,0.17222266
INN01497,0.17943527
INN14434,0.45112345
INN25310,0.5810948
INN31899,0.09696473
INN26696,0.6221946
INN22146,0.007533318
INN12580,0.1558073
INN22939,0.21702714
INN23537,0.086377986
INN16430,0.3281722
INN27703,0.5824091
INN09734,0.02375858
INN08441,0.9590783
INN24127,0.46915227
INN29469,0.8916193
INN02800,0.019804977
INN12234,0.4087591
INN28359,0.080299
INN25866,0.22686929
INN16049,0.08474637
INN16502,0.19561657
INN22007,0.09302976
INN03663,0.1304041
INN10672,0.23140411
INN13105,0.44496158
INN03706,0.7418742
INN31228,0.7543678
INN16543,0.016915634
INN18124,0.056294758
INN30539,0.18765274
INN18195,0.2636039
INN18487,0.31500152
INN25081,0.65078014
INN00844,0.13351211
INN07666,0.16902943
INN18984,0.5959119
INN32087,0.7623608
INN23680,0.005241387
INN10647,0.055690013
INN35165,0.269268
INN22401,0.26991984
INN15485,0.19113469
INN18567,0.616365
INN33031,0.07839138
INN35516,0.15218686
INN31543,0.0034782505
INN21090,0.0883647
INN24791,0.4209175
INN09285,0.52014613
INN33248,0.08579962
INN14116,0.2777276
INN24441,0.1454937
INN11766,0.44817117
INN35823,0.16784093
INN16042,0.37481016
INN32338,0.5184526
INN20496,0.07204012
INN34280,0.40339115
INN24242,0.16830018
INN04946,0.058969278
INN34486,0.16547441
INN21056,0.37227553
INN17985,0.78463393
INN01289,0.050675064
INN14496,0.12282783
INN04742,0.37020987
INN27547,0.08064228
INN22134,0.7028171
INN28198,0.3536245
INN20893,0.4120109
INN24869,0.20487611
INN27807,0.025704736
INN25027,0.042091247
INN13227,0.1024849
INN17129,0.75016457
INN33590,0.002849507
INN32244,0.18765642
INN11655,0.2446194
INN13824,0.3494614
INN15759,0.65254223
INN13131,0.27839768
INN06563,0.3950026
INN05374,0.20787002
INN12182,0.5308326
INN17838,0.13627435
INN34336,0.36673933
INN34780,0.49340957
INN23598,0.17950456
INN18181,0.69302034
INN12587,0.4060315
INN18886,0.41057074
INN00062,0.4300869
INN35615,0.21696828
INN21809,0.78597593
INN08224,0.35673475
INN09528,0.191215
INN20474,0.061549544
INN28172,0.82877666
INN34703,0.8933238
INN24872,0.8151988
INN09939,0.41911322
INN13910,0.091821976
INN14857,0.4281168
INN06934,0.3433707
INN33502,0.10688956
INN00880,0.06538955
INN11263,0.32025692
INN21909,0.576248
INN20959,0.81998116
INN31851,0.88408595
INN13723,0.13881154
INN00843,0.106924735
INN21987,0.17525034
INN21717,0.2709714
INN07577,0.16949819
INN15268,0.21065569
INN23080,0.2329601
INN20500,0.53342015
INN15396,0.32325906
INN16318,0.28263894
INN14160,0.78333604
INN22538,0.6875371
INN35673,0.22851509
INN29672,0.107483275
INN33224,0.29981008
INN20269,0.15260474
INN06189,0.24098384
INN05087,0.36191314
INN19899,0.25896144
INN03917,0.077169806
INN20497,0.54721016
INN21332,0.2518765
INN07496,0.0509446
INN00912,0.0024737231
INN16676,0.6674864
INN11000,0.7635626
INN13316,0.17541553
INN23539,0.65415674
INN35760,0.025434935
INN35115,0.24724483
INN26569,0.010919042
INN32385,0.072306305
INN20213,0.27512056
INN31726,0.42379028
INN26567,0.33174098
INN20353,0.45938677
INN22808,0.62216866
INN02056,0.019165706
INN01671,0.0013015338
INN01046,0.02266565
INN20265,0.11402174
INN17434,0.030405175
INN02343,0.6810612
INN29826,0.44505516
INN04450,0.020622082
INN01711,0.030108294
INN20713,0.016697703
INN01435,0.5498062
INN17093,0.107030034
INN19233,0.092491694
INN12794,0.48218024
INN24471,0.071151406
INN17551,0.5910089
INN22802,0.705334
INN15469,0.062919356
INN13368,0.7919287
INN12224,0.03823752
INN36060,0.14225271
INN22145,0.24018799
INN20577,0.22935505
INN27018,0.2819434
INN32694,0.26925316
INN09578,0.4511938
INN33547,0.21891196
INN35524,0.7073669
INN25805,0.7708177
INN23211,0.4109929
INN20483,0.36872083
INN34924,0.25988203
INN13099,0.45952576
INN04642,0.2543471
INN30780,0.10088155
INN01333,0.430099
INN16598,0.587986
INN26576,0.14910473
INN05690,0.6989928
INN35745,0.39137828
INN11538,0.115324765
INN02542,0.35945967
INN07347,0.71670544
INN30283,0.042966705
INN26743,0.028672561
INN24253,0.78387684
INN03549,0.19044532
INN33709,0.2961772
INN03001,0.57464415
INN05153,0.18747798
INN32804,0.010263176
INN26046,0.22420369
INN09930,0.031750426
INN34498,0.3676332
INN13534,0.614165
INN32788,0.06776065
INN10275,0.010496013
INN01589,0.35080326
INN13431,0.008541822
INN14682,0.020391887
INN30024,0.13637373
INN28220,0.13950774
INN03569,0.2894366
INN34317,0.034651387
INN36136,0.3896275
INN31449,0.74335223
INN26572,0.602586
INN14979,0.036359135
INN16038,0.28181395
INN09724,0.3185233
INN14632,0.3857877
INN32902,0.10756121
INN33944,0.19080025
INN16473,0.08030492
INN12894,0.1722378
INN07871,0.73762774
INN26370,0.054111976
INN15429,0.4625032
INN29695,0.20424736
INN07730,0.47152358
INN20967,0.5750279
INN12167,0.414069
INN14935,0.09556916
INN28393,0.44162896
INN32532,0.29960856
INN27721,0.12967125
INN01044,0.053045884
INN02214,0.4460951
INN14559,0.3568837
INN15861,0.1666187
INN13469,0.056949694
INN30703,0.4323206
INN14871,0.004545253
INN18238,0.7988676
INN02831,0.027550526
INN00005,0.4587017
INN27320,0.33020216
INN11686,0.003167108
INN11477,0.73492265
INN32675,0.2226788
INN12903,0.6296675
INN25043,0.6948403
INN12285,0.27136543
INN19037,0.22073649
INN03387,0.17634591
INN24586,0.54637253
INN00648,0.3707541
INN12755,0.679976
INN06225,0.6286819
INN13565,0.3523016
INN10995,0.7127889
INN27411,0.22536466
INN06149,0.4632828
INN26862,0.13819358
INN32602,0.014230517
INN25687,0.24551387
INN03106,0.0040018097
INN07271,0.22353174
INN03821,0.0618499
INN19091,0.2659861
INN21536,0.17381132
INN28612,0.44305325
INN26157,0.28605238
INN33086,0.68544436
INN26261,0.19493704
INN20034,0.39757144
INN09303,0.3174307
INN20572,0.037913345
INN29844,0.047450576
INN22132,0.54777646
INN30805,0.3875814
INN21744,0.81731576
INN25598,0.3644574
INN32885,0.4155346
INN17302,0.16044827
INN31635,0.29971948
INN17665,0.7709284
INN32095,0.4102576
INN14056,0.57174784
INN31957,0.576248
INN28070,0.029537957
INN12833,0.3695108
INN28104,0.33073553
INN22110,0.09053168
INN35077,0.20759712
INN21817,0.28591684
INN23139,0.11300616
INN30986,0.38559482
INN34508,0.132277
INN03579,0.029129779
INN22637,0.48710757
INN33947,0.20985182
INN10147,0.4806181
INN28106,0.16683657
INN29373,0.035122216
INN14919,0.8792089
INN09779,0.026588602
INN19411,0.17981435
INN10802,0.0020641575
INN15189,0.20553459
INN09431,0.11119721
INN14783,0.02194115
INN02297,0.99342346
INN15057,0.016726028
INN17582,0.00922035
INN26551,0.77507734
INN01189,0.13739555
INN20730,0.061010495
INN34027,0.3233614
INN02465,0.39919835
INN13760,0.8426338
INN27410,0.45690423
INN19084,0.11556964
INN17606,0.10998666
INN06848,0.10110366
INN07823,0.5974562
INN29308,0.011558688
INN24674,0.022755912
INN11571,0.19545089
INN10124,0.3273071
INN04266,0.22575048
INN16580,0.57292545
INN35583,0.067186914
INN21209,0.48106298
INN25774,0.18822512
INN18026,0.0072649443
INN22905,0.83629364
INN03161,0.061626773
INN36021,0.11471421
INN00609,0.112460636
INN07535,0.34810942
INN00929,0.88303906
INN11001,0.18139574
INN02278,0.12699357
INN01347,0.62262225
INN07647,0.6934431
INN06861,0.19951703
INN21031,0.62892073
INN12783,0.0054489053
INN18964,0.0023642192
INN20154,0.18880455
INN21860,0.35592923
INN14823,0.14110808
INN21659,0.1900762
INN11041,0.21910007
INN33890,0.29333812
INN05343,0.031808536
INN04422,0.021362577
INN10469,0.5320371
INN10091,0.23591705
INN11675,0.36111465
INN27159,0.11841292
INN28149,0.010364063
INN04856,0.21956646
INN19721,0.0024421678
INN27345,0.1650051
INN07328,0.07857586
INN06165,0.20761023
INN32975,0.20308496
INN13868,0.0023119058
INN06495,0.027336156
INN25591,0.13897067
INN03105,0.08875089
INN27764,0.16352037
INN33087,0.003659379
INN18680,0.9114822
INN22037,0.57828987
INN03350,0.773145
INN01484,0.30322218
INN31062,0.9962529
INN03793,0.06151719
INN05741,0.14383727
INN07760,0.31188485
INN12597,0.584735
INN14626,0.0022678217
INN05534,0.9776208
INN31295,0.2236672
INN15666,0.2597498
INN01399,0.28036335
INN19121,0.31736353
INN08575,0.51062673
INN13888,0.15030155
INN16029,0.11160953
INN03915,0.11899611
INN01759,0.5581849
INN11190,0.20806405
INN30930,0.20732528
INN10633,0.10376007
INN11830,0.124818526
INN31859,0.022324562
INN08726,0.016873904
INN08356,0.54976493
INN15269,0.24219525
INN32713,0.6732541
INN21514,0.2955658
INN08286,0.34887034
INN01794,0.25966048
INN29226,0.15410577
INN06232,0.27256903
INN12910,0.45292315
INN03212,0.02132632
INN33806,0.18841755
INN04731,0.28455117
INN16249,0.033716243
INN21735,0.5051092
INN10889,0.11612954
INN15160,0.37691072
INN26360,0.28238425
INN28342,0.459751
INN30011,0.056250166
INN08921,0.6780194
INN26772,0.60284895
INN07725,0.03090393
INN01417,0.04758277
INN34306,0.35014147
INN07095,0.29998785
INN33289,0.02640954
INN33717,0.29441586
INN09173,0.52014613
INN05461,0.520127
INN13846,0.122915424
INN03634,0.06848602
INN18737,0.790632
INN17282,0.7233373
INN23708,0.53342015
INN22796,0.04785373
INN28599,0.63381475
INN19033,0.14477956
INN33974,0.6212805
INN19392,0.55163527
INN25166,0.76361907
INN36149,0.079811424
INN27332,0.22769849
INN04161,0.028180458
INN18666,0.84585464
INN11794,0.27867377
INN30938,0.8434468
INN29569,0.65259653
INN01254,0.31725472
INN00312,0.09577271
INN27364,0.7024093
INN11779,0.52526957
INN31181,0.76385003
INN06435,0.06747993
INN24897,0.08506198
INN25382,0.11194927
INN32333,0.4772791
INN12540,0.5099563
INN13784,0.5180742
INN34042,0.55780625
INN14472,0.3958462
INN08980,0.68770236
INN07595,0.5420258
INN31229,0.38898683
INN30194,0.5924411
INN17572,0.46185827
INN22518,0.28953987
INN13915,0.026492791
INN27096,0.48203537
INN07500,0.3869208
INN21463,0.35069433
INN18862,0.39452624
INN06044,0.7079183
INN04153,0.23755087
INN14565,0.06606587
INN12084,0.09566946
INN06253,0.674779
INN06525,0.8519759
INN20078,0.29118982
INN15413,0.48848966
INN26751,0.34915298
INN26664,0.3979229
INN29697,0.030201204
INN27787,0.18678808
INN35537,0.4981997
INN20271,0.023801805
INN15212,0.21233353
INN17708,0.6018999
INN17092,0.57441837
INN30049,0.47404188
INN23687,0.6955765
INN25208,0.9117246
INN11083,0.68925154
INN23578,0.71480995
INN21648,0.6202936
INN15354,0.21996856
INN20302,0.036518924
INN14687,0.33160335
INN01772,0.27839231
INN18645,0.44319522
INN16471,0.515557
INN22503,0.32546037
INN06897,0.07915517
INN01488,0.42428866
INN00968,0.46513534
INN21604,0.001818009
INN09565,0.3006097
INN11809,0.019514078
INN12851,0.5371788
INN11752,0.39635015
INN22811,0.20028782
INN11828,0.21049418
INN25434,0.006789755
INN01830,0.47949478
INN32493,0.16547598
INN21528,0.8555861
INN27401,0.38893625
INN16663,0.4103606
INN31078,0.036992714
INN15794,0.20405379
INN09041,0.105064616
INN00014,0.15395641
INN00994,0.74076015
INN33300,0.30024868
INN23086,0.32046258
INN01053,0.2728883
INN25665,0.4072559
INN22213,0.042896587
INN04772,0.7744426
INN01292,0.38765943
INN01787,0.002175173
INN28443,0.051601823
INN20527,0.1465674
INN12201,0.005929849
INN11734,0.7312569
INN15896,0.30792913
INN06046,0.26381394
INN31727,0.28663695
INN10280,0.44225663
INN30182,0.074956916
INN07581,0.07359965
INN08526,0.4813542
INN17076,0.5584718
INN26619,0.286943
INN33459,0.050076965
INN00711,0.77546537
INN10573,0.34547332
INN06530,0.87981963
INN24522,0.01830886
INN33391,0.9253468
INN30899,0.21066947
INN04904,0.3713208
INN11975,0.0065070777
INN13244,0.3520666
INN15835,0.030492881
INN06536,0.3398877
INN28936,0.0076328097
INN27895,0.25951684
INN13925,0.9800494
INN10414,0.4810716
INN08241,0.6004542
INN22131,0.46057191
INN08257,0.17365152
INN08179,0.13115983
INN30079,0.04355011
INN19609,0.37826154
INN04204,0.056935996
INN06182,0.15975276
INN05158,0.66437995
INN18868,0.31194225
INN32129,0.005612894
INN24929,0.64662266
INN20278,0.022899786
INN02309,0.35707462
INN27958,0.1725077
INN18482,0.28948727
INN09705,0.43492445
INN35408,0.002601356
INN25211,0.31815884
INN08867,0.28982398
INN07092,0.5498062
INN03129,0.7802544
INN23103,0.99389476
INN34453,0.3424871
INN17996,0.14259943
INN19550,0.33114526
INN32198,0.086044565
INN23331,0.057739392
INN11964,0.30212525
INN32429,0.050530285
INN06613,0.1379422
INN29369,0.85251915
INN33177,0.39274672
INN21451,0.13317925
INN24232,0.47828904
INN29257,0.23763245
INN33125,0.0026892922
INN30008,0.26552337
INN01577,0.55550647
INN14804,0.023597334
INN19894,0.3859097
INN25826,0.1831203
INN20993,0.36231393
INN26481,0.0015446763
INN06205,0.01003765
INN24839,0.45329326
INN19265,0.3779975
INN25357,0.2137135
INN32059,0.3943034
INN24449,0.58238727
INN06754,0.47603738
INN12661,0.6286819
INN30339,0.07365365
INN34182,0.14514121
INN28913,0.4232224
INN16675,0.14499032
INN30771,0.76723915
INN22569,0.033060513
INN17910,0.9119317
INN28805,0.052972283
INN19610,0.9382133
INN21380,0.06905229
INN07396,0.5689961
INN22330,0.5623428
INN04919,0.21605842
INN24343,0.3757724
INN09384,0.12834996
INN16384,0.12668955
INN34628,0.32088578
INN29233,0.037035443
INN33456,0.4073834
INN27047,0.2032237
INN29459,0.19954981
INN09050,0.43511838
INN05190,0.22788577
INN27189,0.0022646463
INN05326,0.005800607
INN11283,0.3615376
INN15781,0.42605793
INN22683,0.0070934454
INN18205,0.0018578547
INN20681,0.3664339
INN25047,0.9808636
INN23218,0.29671124
INN31436,0.24189088
INN23857,0.021236299
INN27337,0.105527095
INN22461,0.24304076
INN30544,0.0016869723
INN20508,0.36282134
INN32547,0.1645731
INN12369,0.7508929
INN16786,0.14920075
INN28394,0.4157857
INN33558,0.39479694
INN17441,0.20344967
INN15467,0.31085825
INN21487,0.33537573
INN00201,0.2480609
INN05125,0.5220911
INN30297,0.44653583
INN35669,0.2638705
INN19689,0.33111897
INN17522,0.16335358
INN36190,0.65415674
INN00397,0.3203674
INN29780,0.8222204
INN13174,0.007078472
INN22510,0.61518055
INN13530,0.020479964
INN29445,0.76030487
INN25576,0.034283075
INN20569,0.1279343
INN18506,0.7215994
INN13303,0.45145145
INN07801,0.019249616
INN13313,0.43796453
INN28086,0.50789195
INN35033,0.0025579177
INN13794,0.0031696018
INN04640,0.1277187
INN09038,0.012245681
INN02446,0.71085197
INN09799,0.24908178
INN02744,0.28234187
INN34846,0.43037766
INN20175,0.10123359
INN30620,0.2582596
INN13706,0.28407717
INN00370,0.97354907
INN19826,0.026989104
INN31429,0.036749974
INN14281,0.926341
INN15321,0.3078904
INN20356,0.09460657
INN11223,0.3725548
INN28350,0.6014666
INN36076,0.04937463
INN10748,0.07394656
INN19671,0.6758257
INN04293,0.008317859
INN36045,0.3174307
INN18866,0.04416351
INN18419,0.36551586
INN33617,0.09608111
INN14805,0.2469077
INN33916,0.09223887
INN29752,0.5759145
INN01576,0.0022632936
INN31272,0.35811538
INN15986,0.07785693
INN22353,0.0022142364
INN20745,0.47428137
INN10960,0.14866966
INN25148,0.020839771
INN00897,0.0010882999
INN18235,0.44225663
INN12366,0.47828904
INN23551,0.044247836
INN35039,0.39201447
INN22231,0.109054804
INN13798,0.7553025
INN00698,0.05632571
INN13340,0.035237055
INN11181,0.06251501
INN31128,0.73232186
INN32795,0.36105216
INN25780,0.22046123
INN19228,0.5890002
INN26489,0.4465874
INN03101,0.34485915
INN29307,0.20702668
INN31317,0.17606772
INN32501,0.3683593
INN01349,0.5105693
INN30360,0.5297167
INN31053,0.29998124
INN19833,0.15860844
INN11715,0.004276797
INN31307,0.12223968
INN34080,0.38467076
INN25076,0.5428016
INN27754,0.37676778
INN28222,0.4874223
INN05771,0.15892102
INN12086,0.23833705
INN11855,0.12474244
INN18153,0.38941944
INN22559,0.34773546
INN03733,0.41172546
INN29881,0.57602406
INN36151,0.53951395
INN30887,0.42438182
INN35274,0.13523805
INN30693,0.25882348
INN19647,0.46970353
INN29723,0.69173396
INN25329,0.9708048
INN34566,0.51743335
INN31178,0.040886004
INN08569,0.34978825
INN03699,0.35193112
INN02593,0.27170634
INN28954,0.25244585
INN35980,0.05252375
INN26914,0.2637575
INN06096,0.15410577
INN00481,0.41201642
INN28207,0.7481486
INN14447,0.8526217
INN02858,0.12545165
INN13239,0.09570095
INN34502,0.0012189576
INN20205,0.0010584121
INN08841,0.03569983
INN15273,0.47428137
INN12860,0.45035005
INN30041,0.0017514376
INN33654,0.24626768
INN02044,0.900541
INN28276,0.025932388
INN35826,0.47613055
INN03287,0.23861718
INN03827,0.37679854
INN05027,0.4822831
INN06748,0.02159347
INN07776,0.0038537616
INN32164,0.13376126
INN08478,0.38613167
INN08613,0.020077908
INN28548,0.2986496
INN02956,0.19289231
INN29839,0.80709046
INN31989,0.33955938
INN14178,0.3199082
INN17914,0.12763533
INN32650,0.33684042
INN07110,0.6327903
INN06269,0.07415624
INN06866,0.03008987
INN16182,0.03907873
INN14911,0.054867014
INN03804,0.4741476
INN26544,0.008290434
INN07242,0.2993952
INN01808,0.8280845
INN13625,0.7317431
INN31355,0.44823524
INN02208,0.6784162
INN16046,0.014860179
INN09898,0.11232448
INN06907,0.71990746
INN06664,0.29133672
INN01279,0.22425357
INN17056,0.6892567
INN05293,0.39600736
INN27348,0.11905417
INN09745,0.65096414
INN01877,0.6100448
INN06880,0.47778872
INN17939,0.9395655
INN16097,0.16486019
INN11473,0.26487526
INN25909,0.5536772
INN08038,0.0049214247
INN10824,0.004295942
INN11770,0.10902541
INN03064,0.03203539
INN11036,0.61725545
INN22993,0.522983
INN35598,0.4178505
INN33101,0.39866823
INN23160,0.69804186
INN26122,0.89314955
INN26209,0.3262376
INN36260,0.03595336
INN31561,0.29711825
INN06419,0.152416
INN01271,0.09072467
INN34294,0.22586024
INN26646,0.7704716
INN01091,0.38793224
INN15903,0.023226503
INN18471,0.20158972
INN14119,0.4598755
INN01865,0.33061445
INN27934,0.5031843
INN05750,0.0059183473
INN19115,0.31751746
INN05733,0.8706814
INN24293,0.51959944
INN09117,0.3759484
INN36212,0.06792107
INN19608,0.057834823
INN06015,0.047499448
INN17437,0.93252903
INN03068,0.009007578
INN14219,0.856057
